code,description,chapter,phecode,rank
661.90,"Unspecified abnormality of labor, unspecified as to episode of care or not applicable",,,5
661.91,"Unspecified abnormality of labor, delivered, with or without mention of antepartum condition",,,37
661.93,"Unspecified abnormality of labor, antepartum condition or complication",,,35
662,Long labor,,,4
662.0,Prolonged first stage of labor,,,2
662.00,"Prolonged first stage of labor, unspecified as to episode of care or not applicable",,,3
662.01,"Prolonged first stage of labor, delivered, with or without mention of antepartum condition",,,65
662.03,"Prolonged first stage of labor, antepartum condition or complication",,,
662.1,"Prolonged labor, unspecified",,,5
662.10,"Unspecified prolonged labor, unspecified as to episode of care or not applicable",,,5
662.11,"Unspecified prolonged labor, delivered, with or without mention of antepartum condition",,,200
662.13,"Unspecified prolonged labor, antepartum condition or complication",,,3
662.2,Prolonged second stage of labor,,,2
662.20,"Prolonged second stage of labor, unspecified as to episode of care or not applicable",,,5
662.21,"Prolonged second stage of labor, delivered, with or without mention of antepartum condition",,,2287
662.23,"Prolonged second stage of labor, antepartum condition or complication",,,1
662.3,"Delayed delivery of second twin, triplet, etc.",,,
662.30,"Delayed delivery of second twin, triplet, etc., unspecified as to episode of care or not applicable",,,
662.31,"Delayed delivery of second twin, triplet, etc., delivered, with or without mention of antepartum condition",,,15
662.33,"Delayed delivery of second twin, triplet, etc., antepartum condition or complication",,,
663,Umbilical cord complications during labor and delivery,,,17
663.0,Prolapse of cord complicating labor and delivery,,,
663.00,"Prolapse of cord complicating labor and delivery, unspecified as to episode of care or not applicable",,,25
663.01,"Prolapse of cord complicating labor and delivery, delivered, with or without mention of antepartum condition",,,809
663.03,"Prolapse of cord complicating labor and delivery, antepartum condition or complication",,,27
663.1,"Cord around neck, with compression, complicating labor and delivery",,,
663.10,"Cord around neck with compression, complicating labor and delivery, unspecified as to episode of care or not applicable",,,3
663.11,"Cord around neck, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition",,,4826
663.13,"Cord around neck, with compression, complicating labor and delivery, antepartum condition or complication",,,12
663.2,"Other and unspecified cord entanglement, with compression, complicating labor and delivery",,,
663.20,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, unspecified as to episode of care or not applicable",,,9
663.21,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition",,,1509
663.23,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, antepartum condition or complication",,,18
663.3,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery",,,
663.30,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, unspecified as to episode of care or not applicable",,,10
663.31,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, delivered, with or without mention of antepartum condition",,,20924
663.33,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, antepartum condition or complication",,,29
663.4,Short cord complicating labor and delivery,,,
663.40,"Short cord complicating labor and delivery, unspecified as to episode of care or not applicable",,,
663.41,"Short cord complicating labor and delivery, delivered, with or without mention of antepartum condition",,,165
663.43,"Short cord complicating labor and delivery, antepartum condition or complication",,,
663.5,Vasa previa complicating labor and delivery,,,
663.50,"Vasa previa complicating labor and delivery, unspecified as to episode of care or not applicable",,,8
663.51,"Vasa previa complicating labor and delivery, delivered, with or without mention of antepartum condition",,,193
663.53,"Vasa previa complicating labor and delivery, antepartum condition or complication",,,48
663.6,Vascular lesions of cord complicating labor and delivery,,,
663.60,"Vascular lesions of cord complicating labor and delivery, unspecified as to episode of care or not applicable",,,1
663.61,"Vascular lesions of cord complicating labor and delivery, delivered, with or without mention of antepartum condition",,,24
663.63,"Vascular lesions of cord complicating labor and delivery, antepartum condition or complication",,,3
663.8,Other umbilical cord complications during labor and delivery,,,
663.80,"Other umbilical cord complications complicating labor and delivery, unspecified as to episode of care or not applicable",,,13
663.81,"Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition",,,3539
663.83,"Other umbilical cord complications complicating labor and delivery, antepartum condition or complication",,,471
663.9,Unspecified umbilical cord complication during labor and delivery,,,1
663.90,"Unspecified umbilical cord complication complicating labor and delivery, unspecified as to episode of care or not applicable",,,16
663.91,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition",,,103
663.93,"Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication",,,18
664,Trauma to perineum and vulva during delivery,,,58
664.0,First-degree perineal laceration during delivery,,,3
664.00,"First-degree perineal laceration, unspecified as to episode of care or not applicable",,,58
664.01,"First-degree perineal laceration, delivered, with or without mention of antepartum condition",,,46746
664.04,"First-degree perineal laceration, postpartum condition or complication",,,136
664.1,Second-degree perineal laceration during delivery,,,1
664.10,"Second-degree perineal laceration, unspecified as to episode of care or not applicable",,,43
664.11,"Second-degree perineal laceration, delivered, with or without mention of antepartum condition",,,48070
664.14,"Second-degree perineal laceration, postpartum condition or complication",,,179
664.2,Third-degree perineal laceration during delivery,,,
664.20,"Third-degree perineal laceration, unspecified as to episode of care or not applicable",,,8
664.21,"Third-degree perineal laceration, delivered, with or without mention of antepartum condition",,,4172
664.24,"Third-degree perineal laceration, postpartum condition or complication",,,29
664.3,Fourth-degree perineal laceration during delivery,,,3
664.30,"Fourth-degree perineal laceration, unspecified as to episode of care or not applicable",,,5
664.31,"Fourth-degree perineal laceration, delivered, with or without mention of antepartum condition",,,1015
664.34,"Fourth-degree perineal laceration, postpartum condition or complication",,,20
664.4,Unspecified perineal laceration during delivery,,,
664.40,"Unspecified perineal laceration, unspecified as to episode of care or not applicable",,,5
664.41,"Unspecified perineal laceration, delivered, with or without mention of antepartum condition",,,382
664.44,"Unspecified perineal laceration, postpartum condition or complication",,,25
664.5,Vulvar and perineal hematoma during delivery,,,
664.50,"Vulvar and perineal hematoma, unspecified as to episode of care or not applicable",,,3
664.51,"Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition",,,211
